Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Site Area (m2),Waste in Place (tons),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Emissions Source: Satellite,Site Area (m2),Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
Great River Regional Solid Waste Authority Landfill,Sanitary Landfill,40.656,-91.3095,United States,USA,1940121.326,69221.0,2058.8,,Climate TRACE,,,,1940121.326,2021,,,,1835961953,,
Wetzel County Landfill,Sanitary Landfill,39.60502,-80.85639,United States,USA,2076081.649,68405.55731,2296.245449,,Climate TRACE,,,,2076081.649,2021,,,,1835961814,,
Khelmintsky Landfill,Sanitary Landfill,49.4610954249901,26.9640326499938,Ukraine,UKR,3800000.0,146000.0,2058.498911,,Climate TRACE,,,,3800000.0,2021,,,,1835961954,,
Eagle County Landfill,Sanitary Landfill,39.725,-106.661,United States,USA,2803250.599,86178.0,2295.13,,Climate TRACE,,,,2803250.599,2021,,,,1835961815,,
"Jalan Kampung Belakang, Rw 03, Kamal, Kalideres, West Jakarta, Jakarta Special Capital Region, 15125, Indonesia",Dumpsites,-6.097217749050971,106.69259081087918,Indonesia,IDN,2712325.879,118669.8666,2055.95344,,Climate TRACE,,,,2712325.879,2021,,,,1835961955,,
"492, Matahimik, Santa Lourdes, Puerto Princesa, Mimaropa, 5300, Philippines",Dumpsites,9.839024573450581,118.723692157381,Philippines,PHL,3027126.779,132443.057,2294.573732,,Climate TRACE,,,,3027126.779,2021,,,,1835961816,,
"Airport Road, Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India",Dumpsites,21.758361183814316,72.17780515990337,India,IND,2495047.177,129294.4269,2055.206436,,Climate TRACE,,,,2495047.177,2021,,,,1835961956,,
Oakridge Landfill Inc.,Sanitary Landfill,33.135913,-80.3963,United States,USA,15129863.6,713513.7,2293.21,,Climate TRACE,,,,15129863.6,2021,,,,1835961817,,
City Of Chattanooga Landfill,Sanitary Landfill,35.1927,-85.0694,United States,USA,1939528.943,8602.0,2055.06,,Climate TRACE,,,,1939528.943,2021,,,,1835961957,,
West Street Landfill,Sanitary Landfill,42.581,-72.045,United States,USA,2521974.0,70760.0,2291.218734,,Climate TRACE,,,,2521974.0,2021,,,,1835961818,,
Guaynabo Lf,Sanitary Landfill,18.32618,-66.102576,United States,USA,3096735.872,25625.0,2053.88,,Climate TRACE,,,,3096735.872,2021,,,,1835961958,,
Dhapa,Dumpsites,22.53893819,88.42331171,India,IND,2781445.557,144135.7152,2291.116923,,Climate TRACE,,,,2781445.557,2021,,,,1835961819,,
"Ring Road -2, Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India",Dumpsites,22.264507699758827,70.74843733216444,India,IND,2492496.197,129162.234,2053.105157,,Climate TRACE,,,,2492496.197,2021,,,,1835961959,,
Austin Community Rdf,Sanitary Landfill,30.34522,-97.61395,United States,USA,22342479.23,760853.8,2291.02,,Climate TRACE,,,,22342479.23,2021,,,,1835961820,,
Rochelle Municipal #2,Sanitary Landfill,41.926,-88.997,United States,USA,5127234.624,120896.1,2046.93,,Climate TRACE,,,,5127234.624,2021,,,,1835961960,,
"Palghar, Maharashtra, 401400, India",Dumpsites,19.720755645393123,72.74829507404539,India,IND,2780401.57,144081.6153,2290.256976,,Climate TRACE,,,,2780401.57,2021,,,,1835961821,,
Sandtown Landfill,Sanitary Landfill,39.0327,-75.7251,United States,USA,6089654.556,239421.7,2045.84,,Climate TRACE,,,,6089654.556,2021,,,,1835961961,,
G&P Development Inc. Landfill,Sanitary Landfill,40.747,-97.05,United States,USA,1979831.466,108219.0,2288.51,,Climate TRACE,,,,1979831.466,2021,,,,1835961822,,
Marana Regional Landfill,Sanitary Landfill,32.410302,-111.283295,United States,USA,2698258.333,392691.2,2042.87,,Climate TRACE,,,,2698258.333,2021,,,,1835961962,,
St. Lucie County Baling And Recycling Facility,Sanitary Landfill,27.390834,-80.395557,United States,USA,7416291.017,8175105.0,2288.0,,Climate TRACE,0.0,0.0,Carbon Mapper,7416291.017,2021,1978.0,2067.0,Open,1835961823,1007219.0,GAO20220410t163143p0000-A_l3a-ch4-mf-v1_plume.tif
Lena Road Class I Landfill,Sanitary Landfill,27.470055,-82.443497,United States,USA,10286762.96,11332655.0,2040.62,,Climate TRACE,22018.151376,6991.53174312,Carbon Mapper,10286762.96,2021,1972.0,2041.0,Open,1835961963,1004913.0,GAO20220411t145217p0000-B_l3a-ch4-mf-v1_plume.tif
City Of Sallisaw Solid Waste Disposal Facility,Sanitary Landfill,35.414166,-94.744806,United States,USA,1440759.852,80276.28,2287.6,,Climate TRACE,,,,1440759.852,2021,,,,1835961824,,
"Chesser Island Road Landfill, Inc. Mswl",Sanitary Landfill,30.7079,-82.0811,United States,USA,18168140.09,1267695.4,2039.54,,Climate TRACE,,,,18168140.09,2021,,,,1835961964,,
Westside Recycling And Disposal Facility,Sanitary Landfill,41.91555,-85.692,United States,USA,13044145.38,357673.9,2284.94,,Climate TRACE,,,,13044145.38,2021,,,,1835961825,,
Newsvt Landfill,Sanitary Landfill,44.908583,-72.2215,United States,USA,8814845.587,473480.0,2038.91,,Climate TRACE,,,,8814845.587,2021,,,,1835961965,,
Doumanzana,Dumpsites,12.681867,-7.937742,Mali,MLI,2881222.039,188556.5753,2280.908943,,Climate TRACE,,,,2881222.039,2021,,,,1835961826,,
"Boghni, Boghni District, Tizi Ouzou, 15003, Algeria",Dumpsites,36.55816157040722,3.964743702471275,Algeria,DZA,1735998.236,141998.7746,2035.806883,,Climate TRACE,,,,1735998.236,2021,,,,1835961966,,
Bountiful Sanitary Lf,Sanitary Landfill,40.913,-111.92,United States,USA,3243705.877,3575589.0,2277.7,,Climate TRACE,952.763505948,427.88164505399993,Carbon Mapper,3243705.877,2021,1960.0,2050.0,Open,1835961827,1003818.0,GAO20200802t183346p0000-A_l3a-ch4-mf-v1_plume.tif
"Bharathiar Nagar, Namakkal, Namakkal District, Tamil Nadu, 637001, India",Dumpsites,11.215497698277815,78.18265708796321,India,IND,2469698.345,127980.8395,2034.326237,,Climate TRACE,,,,2469698.345,2021,,,,1835961967,,
Red Carpet Landfill Inc.,Sanitary Landfill,36.458,-98.19,United States,USA,3313512.294,73922.0,2277.07,,Climate TRACE,,,,3313512.294,2021,,,,1835961828,,
Rockingham County Lf,Sanitary Landfill,36.373554,-79.849585,United States,USA,3054696.038,98152.0,2032.29,,Climate TRACE,,,,3054696.038,2021,,,,1835961968,,
Bethlehem Landfill,Sanitary Landfill,40.625,-75.307,United States,USA,9306574.943,375225.22,2276.85,,Climate TRACE,,,,9306574.943,2021,,,,1835961829,,
"Shill Phata, Thane, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India, Site 1",Dumpsites,19.151928713442164,73.04094749906487,India,IND,2466885.226,127835.0624,2032.00903,,Climate TRACE,,,,2466885.226,2021,,,,1835961969,,
La Crosse County Landfill,Sanitary Landfill,43.878,-91.157,United States,USA,1923218.363,54283.0,2274.32,,Climate TRACE,,,,1923218.363,2021,,,,1835961830,,
"A164, Kampung Mandah, Kuala Kangsar, Perak, 32800, Malaysia",Dumpsites,4.529207245697778,100.94153434473853,Malaysia,MYS,1782118.181,77971.356,2026.278645,,Climate TRACE,,,,1782118.181,2021,,,,1835961970,,
Jam Chakro (Surjani Site),Dumpsites,25.028194,67.033929,Pakistan,PAK,18227204.44,142731.2789,2268.792631,,Climate TRACE,,,,18227204.44,2021,,,,1835961831,,
"Sapé, Região Geográfica Imediata De João Pessoa, Região Geográfica Intermediária De João Pessoa, Paraíba, Northeast Region, 58340-000, Brazil",Dumpsites,-7.05099439747251,-35.24690170072643,Brazil,BRA,1918053.108,122714.3328,2023.538638,,Climate TRACE,,,,1918053.108,2021,,,,1835961971,,
"Vadodara Bypass, Vadodara, Vadodara Taluka, Vadodara District, Gujarat, 390001, India",Dumpsites,22.233543073015092,73.20710538776974,India,IND,2753258.613,142675.0555,2267.898929,,Climate TRACE,,,,2753258.613,2021,,,,1835961832,,
Chaffee Lf,Sanitary Landfill,42.582,-78.505,United States,USA,13163446.07,567985.2,2020.01,,Climate TRACE,,,,13163446.07,2021,,,,1835961972,,
Kibarani,Dumpsites,-4.033322,39.648237,Kenya,KEN,4321996.038,187273.8775,2265.392555,,Climate TRACE,,,,4321996.038,2021,,,,1835961833,,
"Swargdwar, Puri, Puri (M), Puri, Odisha, 752001, India",Dumpsites,19.79702275767565,85.81059265454968,India,IND,2451039.153,127013.912,2018.956391,,Climate TRACE,,,,2451039.153,2021,,,,1835961973,,
"Nehru Nagar, Karaikal, Karaikal Taluk, Karaikal District, Puducherry, 609605, India",Dumpsites,10.931759011233558,79.84662361358295,India,IND,2749275.589,142468.6535,2264.618055,,Climate TRACE,,,,2749275.589,2021,,,,1835961834,,
"Banarlı Mahallesi, Süleymanpaşa, Tekirdağ, Marmara Region, Turkey",Dumpsites,41.040661843953444,27.355679495657625,Turkey,TUR,1559929.839,87516.15774,2017.817512,,Climate TRACE,,,,1559929.839,2021,,,,1835961974,,
Calabasas Slf,Sanitary Landfill,34.14862,-118.70953,United States,USA,25896029.58,342594.0,2263.84,,Climate TRACE,,,,25896029.58,2021,,,,1835961835,,
North Central Iowa Regional Swa Sanitary Landfill,Sanitary Landfill,42.47227,-94.169712,United States,USA,2544185.908,78018.0,2016.13,,Climate TRACE,,,,2544185.908,2021,,,,1835961975,,
"Geb Colony Road, Gandhinagar, Gandhinagar Taluka, Gandhinagar District, Gujarat, 382041, India",Dumpsites,23.248215957081687,72.68042436685377,India,IND,2745806.226,142288.8696,2261.760291,,Climate TRACE,,,,2745806.226,2021,,,,1835961836,,
"Ce-497, Corrego Do Moreira, Itapeim, Beberibe, Região Geográfica Imediata De Fortaleza, Região Geográfica Intermediária De Fortaleza, Ceará, Northeast Region, Brazil",Dumpsites,-4.318748619396352,-38.12767474863428,Brazil,BRA,1909801.64,122186.4155,2014.833372,,Climate TRACE,,,,1909801.64,2021,,,,1835961976,,
Trans-Jordan Lf,Sanitary Landfill,40.55862,-112.053,United States,USA,10493942.21,370368.149,2260.32,,Climate TRACE,,,,10493942.21,2021,,,,1835961837,,
"Gaspar Hernández, Espaillat, Dominican Republic, Site 1",Dumpsites,19.67215068143048,-70.34582270730041,Dominican Republic,DOM,1909793.42,122185.8896,2014.824699,,Climate TRACE,,,,1909793.42,2021,,,,1835961977,,
"Rn 84, Ain Berda, Ain Berda District, Annaba, 36200, Algeria",Dumpsites,36.687610696212715,7.697747371275406,Algeria,DZA,1925120.982,157468.3746,2257.591318,,Climate TRACE,,,,1925120.982,2021,,,,1835961838,,
Hancock County Sanitary Lf,Sanitary Landfill,41.1125,-83.6785,United States,USA,3328089.489,89805.32627,2014.460158,,Climate TRACE,,,,3328089.489,2021,,,,1835961978,,
Clover Flat Landfill,Sanitary Landfill,38.5848,-122.534,United States,USA,1627005.875,159137.0,2255.39,,Climate TRACE,,,,1627005.875,2021,,,,1835961839,,
Southern Illinois Regional Lf,Sanitary Landfill,37.8417,-89.258,United States,USA,9259404.073,274345.3687,2014.09,,Climate TRACE,,,,9259404.073,2021,,,,1835961979,,
"Muncipality Recyling Palakkad, Palakkad - Pollachi Road, Chandranagar, Palakkad, Palakkad District, Kerala, 678007, India",Dumpsites,10.7662681325543,76.68818967645369,India,IND,2735079.393,141733.0004,2252.924443,,Climate TRACE,,,,2735079.393,2021,,,,1835961840,,
Bethel Lf,Sanitary Landfill,37.07201,-76.42704,United States,USA,18541669.18,702576.5,2012.17,,Climate TRACE,,,,18541669.18,2021,,,,1835961980,,
Danc Solid Waste Management Facility,Sanitary Landfill,43.82,-75.918,United States,USA,6275631.679,200563.0,2252.21,,Climate TRACE,,,,6275631.679,2021,,,,1835961841,,
"Ba-046, Cidade De Deus, Itaberaba, Região Geográfica Imediata De Itaberaba, Região Geográfica Intermediária De Feira De Santana, Bahia, Northeast Region, 46880-000, Brazil",Dumpsites,-12.49473033618784,-40.31499918063769,Brazil,BRA,1905197.357,121891.84,2009.975871,,Climate TRACE,,,,1905197.357,2021,,,,1835961981,,
State Route 85 Landfill,Sanitary Landfill,33.178917,-112.66485,United States,USA,13202166.31,928728.0,2245.35,,Climate TRACE,,,,13202166.31,2021,,,,1835961842,,
Milner Landfill,Sanitary Landfill,40.469085,-107.03937,United States,USA,2476487.107,47150.91,2008.59,,Climate TRACE,,,,2476487.107,2021,,,,1835961982,,
"Parbhani, Maharashtra, 431400, India, Site 1",Dumpsites,19.279904662655373,76.79125812625175,India,IND,2725621.36,141242.8811,2245.133724,,Climate TRACE,,,,2725621.36,2021,,,,1835961843,,
Cet Bouguerguer (W. Guelma),Sanitary Landfill,36.487369899251,7.47035260200505,Algeria,DZA,621459.682,70041.1902,2008.331938,,Climate TRACE,,,,621459.682,2021,,,,1835961983,,
Berkeley County Subtitle D Lf,Sanitary Landfill,33.1325,-80.04275,United States,USA,5233496.545,348328.0,2244.98,,Climate TRACE,,,,5233496.545,2021,,,,1835961844,,
"潮汕环线高速华美山隧道, Didou, Rongcheng District, Tuolian Subdistrict, Jinping District, Shantou, Guangdong Province, 515063, China",Dumpsites,23.44032587895226,116.5999990886807,China,CHN,2648114.238,115860.4745,2007.28077,,Climate TRACE,,,,2648114.238,2021,,,,1835961984,,
"Nanyan, Yiyang County, Shangrao, Jiangxi, China",Dumpsites,28.277225955133844,117.44477581820875,China,CHN,2961365.376,129565.8596,2244.726336,,Climate TRACE,,,,2961365.376,2021,,,,1835961845,,
Murray County Landfill,Sanitary Landfill,34.68076,-84.73063,United States,USA,1408625.251,1.0,2005.9,,Climate TRACE,,,,1408625.251,2021,,,,1835961985,,
Pine Ridge Recycling &Amp; Disposal,Sanitary Landfill,28.49,-81.65,United States,USA,4510387.666,156687.1,2242.16,,Climate TRACE,,,,4510387.666,2021,,,,1835961846,,
"Sarakan, Tangerang Regency, Banten, 16551, Indonesia",Dumpsites,-6.110693805462869,106.58189301294622,Indonesia,IDN,2644863.774,115718.26,2004.816906,,Climate TRACE,,,,2644863.774,2021,,,,1835961986,,
K&W Lf,Sanitary Landfill,46.7974,-89.1446,United States,USA,2365519.325,80874.6,2240.65,,Climate TRACE,,,,2365519.325,2021,,,,1835961847,,
Harford Waste Disposal Center,Sanitary Landfill,39.63963,-76.30235,United States,USA,2481149.724,5245.0,2004.0,,Climate TRACE,,,,2481149.724,2021,,,,1835961987,,
Queen Creek Msw Landfill,Sanitary Landfill,33.2195,-111.6469,United States,USA,3825686.235,125000.0,2237.11,,Climate TRACE,,,,3825686.235,2021,,,,1835961848,,
Colson Road Landfill,Sanitary Landfill,-39.0581093865794,174.123372249305,New Zealand,NZL,774091.9343,57738.31813,2000.630779,,Climate TRACE,,,,774091.9343,2021,,,,1835961988,,
"5A Avenida, Santa Lucía Cotzumalguapa, Escuintla, Guatemala",Dumpsites,14.315907992045908,-91.01881780433163,Guatemala,GTM,2120110.947,135641.7084,2236.70888,,Climate TRACE,,,,2120110.947,2021,,,,1835961849,,
Broadlands Road Landfill,Sanitary Landfill,-38.6841035639031,176.126896552741,New Zealand,NZL,847464.9044,57738.31813,2000.630779,,Climate TRACE,,,,847464.9044,2021,,,,1835961989,,
Rock Creek Lf,Sanitary Landfill,38.03535,-120.8418,United States,USA,1250153.228,53228.94206,2233.493899,,Climate TRACE,,,,1250153.228,2021,,,,1835961850,,
Blaxland Landfill,Sanitary Landfill,-33.7339674376752,150.613213777542,Australia,AUS,847464.9044,57738.31813,2000.630779,,Climate TRACE,,,,847464.9044,2021,,,,1835961990,,
Bradford County Landfill,Sanitary Landfill,41.777,-76.63,United States,USA,3313874.191,101305.31,2232.92,,Climate TRACE,,,,3313874.191,2021,,,,1835961851,,
Stotts Creek Landfill,Sanitary Landfill,-28.29372493932,153.494861125946,Australia,AUS,847464.9044,57738.31813,2000.630779,,Climate TRACE,,,,847464.9044,2021,,,,1835961991,,
Cecil County Central Landfill,Sanitary Landfill,39.5969,-75.9136,United States,USA,3271695.667,104365.38,2232.69,,Climate TRACE,,,,3271695.667,2021,,,,1835961852,,
Sant' Orsola Landfill,Sanitary Landfill,42.779036,12.637994,Italy,ITA,1126213.634,64989.66989,1997.91364,,Climate TRACE,,,,1126213.634,2021,,,,1835961992,,
"Gp Block, Bhangar - Ii, South 24 Parganas, West Bengal, 700 156, India",Dumpsites,22.564361289388554,88.4481415894239,India,IND,2708244.1,140342.3839,2230.819824,,Climate TRACE,,,,2708244.1,2021,,,,1835961853,,
Glacier Ridge Landfill Llc,Sanitary Landfill,43.465,-88.555,United States,USA,14409145.21,487320.0,1990.37,,Climate TRACE,,,,14409145.21,2021,,,,1835961993,,
Pleasant Oaks Landfill,Sanitary Landfill,33.1167,-95.0143,United States,USA,3155076.491,275661.3218,2230.33,,Climate TRACE,,,,3155076.491,2021,,,,1835961854,,
"Isolo, Oshodi/Isolo, Lagos, Nigeria",Dumpsites,6.529851638109835,3.318014714566506,Nigeria,NGA,2411381.376,164405.7221,1988.763749,,Climate TRACE,,,,2411381.376,2021,,,,1835961994,,
Ocean County Lf,Sanitary Landfill,40.025,-74.255,United States,USA,19033667.72,549982.0,2227.05,,Climate TRACE,,,,19033667.72,2021,,,,1835961855,,
"Cijeruk, Serang, Banten, Indonesia",Dumpsites,-6.155688598612514,106.3097109526148,Indonesia,IDN,2621986.269,114717.3218,1987.475668,,Climate TRACE,,,,2621986.269,2021,,,,1835961995,,
"สพ.3026, Ban Khok Hin Kong, Dan Chang, Suphan Buri Province, 72180, Thailand",Dumpsites,14.859079291113643,99.70189612728882,Thailand,THA,2934966.984,128410.8754,2224.716254,,Climate TRACE,,,,2934966.984,2021,,,,1835961856,,
Greater Wenatchee Lf,Sanitary Landfill,47.4042,-120.1704,United States,USA,6027861.454,260380.2,1985.81,,Climate TRACE,,,,6027861.454,2021,,,,1835961996,,
Wood Island Waste Management Inc.,Sanitary Landfill,46.37663,-86.59535,United States,USA,1594347.838,55626.0,2222.73,,Climate TRACE,,,,1594347.838,2021,,,,1835961857,,
Hiawatha Shores Landfill Inc.,Sanitary Landfill,46.065933,-86.058754,United States,USA,844385.172,47216.0,1981.190004,,Climate TRACE,,,,844385.172,2021,,,,1835961997,,
"Jalan Ayer Hangat, Kilim Jetty, Kampung Kilim, Langkawi, Kedah, Malaysia",Dumpsites,6.39440702944285,99.85840133765524,Malaysia,MYS,1952926.972,85444.59386,2220.489225,,Climate TRACE,,,,1952926.972,2021,,,,1835961858,,
Pittsylvania County Landfill,Sanitary Landfill,36.767,-79.4135,United States,USA,1038196.459,47205.54871,1980.751467,,Climate TRACE,,,,1038196.459,2021,,,,1835961998,,
"Butler County Landfill, KS",Sanitary Landfill,37.77,-96.9,United States,USA,1917925.157,78965.0,2216.12,,Climate TRACE,,,,1917925.157,2021,,,,1835961859,,
Bonneville County Landfill,Sanitary Landfill,43.4288,-111.8572,United States,USA,843634.0669,47174.0,1979.427678,,Climate TRACE,,,,843634.0669,2021,,,,1835961999,,
"Primeira Travessa Do Aeroporto, Caxias, Região Geográfica Imediata De Caxias, Região Geográfica Intermediária De Caxias, Maranhão, Northeast Region, 65603-610, Brazil",Dumpsites,-4.833746109163355,-43.34868208889703,Brazil,BRA,2099804.62,134342.5382,2215.285783,,Climate TRACE,,,,2099804.62,2021,,,,1835961860,,
Hub Butte Landfill,Sanitary Landfill,42.4182,-114.4991,United States,USA,843634.0669,47174.0,1979.427678,,Climate TRACE,,,,843634.0669,2021,,,,1835962000,,
Clinton County Landfill And Walnut Creek Landfill,Sanitary Landfill,40.326,-86.559,United States,USA,7358907.685,485400.0862,2210.43,,Climate TRACE,,,,7358907.685,2021,,,,1835961861,,
"Pasir Mas, Kelantan, 17070, Malaysia",Dumpsites,5.987669829566836,102.09011051960266,Malaysia,MYS,1740565.79,76153.35295,1979.033337,,Climate TRACE,,,,1740565.79,2021,,,,1835962001,,
Clearview Environmental Control Facility,Sanitary Landfill,32.2354,-89.3723,United States,USA,8539002.955,466956.1,2205.99,,Climate TRACE,,,,8539002.955,2021,,,,1835961862,,
Ford County Active Lf,Sanitary Landfill,37.8642,-100.0495,United States,USA,1008252.993,47161.32686,1978.895912,,Climate TRACE,,,,1008252.993,2021,,,,1835962002,,
"Jalan Tampin-Gemas, Tampin, Negeri Sembilan, 73000, Malaysia",Dumpsites,2.509260947466805,102.27954910536623,Malaysia,MYS,1939801.678,84870.33508,2205.56569,,Climate TRACE,,,,1939801.678,2021,,,,1835961863,,
Westmoreland Waste Slf Llc,Sanitary Landfill,40.1443,-79.8593,United States,USA,6353017.309,288677.0,1977.41,,Climate TRACE,,,,6353017.309,2021,,,,1835962003,,
"Zhutuo, Yongchuan District, Chongqing Main City New District, Chongqing, China",Dumpsites,29.04206313338362,105.85157768117864,China,CHN,2908873.264,127269.2211,2204.937113,,Climate TRACE,,,,2908873.264,2021,,,,1835961864,,
"Chengnan Subdistrict, Fu'An, Ningde City, Fujian, China",Dumpsites,27.080469072656403,119.67740431925105,China,CHN,2607783.087,114095.9032,1976.709602,,Climate TRACE,,,,2607783.087,2021,,,,1835962004,,
Aucilla Area Sw Facility Class I & 2,Sanitary Landfill,30.45833,-83.60833,United States,USA,1274396.148,57056.39,2204.52,,Climate TRACE,,,,1274396.148,2021,,,,1835961865,,
City Of Minot Lf,Sanitary Landfill,48.2113,-101.352,United States,USA,1017189.737,47072.14359,1975.153769,,Climate TRACE,,,,1017189.737,2021,,,,1835962005,,
Southwest Landfill,Sanitary Landfill,35.002,-101.959,United States,USA,7191788.853,239490.4234,2203.53,,Climate TRACE,,,,7191788.853,2021,,,,1835961866,,
Mckinney Landfill,Sanitary Landfill,33.1732,-96.613263,United States,USA,5932404.766,144668.0,1974.28,,Climate TRACE,,,,5932404.766,2021,,,,1835962006,,
"滨江大道, Shenzhen World Exhibition & Convention Center, Bao'An District, Shenzhen, Guangdong Province, 518100, China",Dumpsites,22.69777310389361,113.76664152679675,China,CHN,2906838.328,127180.1885,2203.394624,,Climate TRACE,,,,2906838.328,2021,,,,1835961867,,
Seneca Landfill Inc.,Sanitary Landfill,40.8117,-80.0783,United States,USA,11797867.42,13005048.0,1972.39,,Climate TRACE,5877.62989692,4593.178489440001,Carbon Mapper,11797867.42,2021,1965.0,2051.0,Open,1835962007,1002035.0,GAO20210518t143003p0000-1_l3a-ch4-mf-v1_plume.tif
